stats_player_id,player_name,player_name_short,team_name,match_status
b7r0wloqg0cqf6j8vthyz69uy,Neto,AntÃ´nio,Al Bataeh Club,confirmed
b67xh68epwgf7lemdkh4p67tg,Sultan Adil,Sultan Adil Mohamed Abdalla,Shabab Al Ahli Club,confirmed
578p2khpxge4vm4i8i5jekrje,GlÃ¡uber Lima,GlÃ¡uber,Al Nasr SC,confirmed
8m9n6twpx4i3gt8keyfed70bu,Brahima Diarra,Brahima,Al Wahda FC,confirmed
e8iedufshdq58novt3uevsrqi,Jay-Dee Geusens,Jay-Dee,Al Jazira Club,confirmed
beptks2ne6rijdpdwcd73x4wk,Saif Al Menhali,Saif Saleh Saeed Salem,Bani Yas Club,confirmed
8yp1jn475oh9j5tbo0pk0ehnt,Lourency,Lourency,Khorfakkan Club,confirmed
d1bv5icnje50gb3wfm3qc5gd0,Harith Saeed,Harith Saeed,Al Bataeh Club,confirmed
9ata06ljlrtfm19ilgeokxcoa,Alhassan Koroma,Alhassan,Bani Yas Club,confirmed
3xthf6r5hvlx8oje4rqcs3it,Luka MilivojeviÄ‡,Luka,Al Nasr SC,confirmed
bnq49q41m7oddp1vqoeq3fo16,Rafael Rodrigues,Rafael,Al Ain FC,confirmed
7e4kd4zg2dp1rtvuegp63pyj8,Guga,GonÃ§alo,Al Wahda FC,confirmed
88kcf52iz5q57e4ov2qcv69sk,Abdulla Saeed,Abdulla Saeed Abdulla Al Eter,Dibba FC,confirmed
18yov9pvola0bjln2f2gcmqc,Hope Yusuf Linus,Hope,Al Ain FC,confirmed
a28ilwu1hr9nafgdgwoqmxknp,Rey Aldo Manaj,Rey,Sharjah FC,unmatched
a6r7abntbrgsp8s69b0a8ngt1,Carlinhos,Carlos VinÃ­cius,Dibba FC,confirmed
8j37phrye8iru9lpihusrxc0k,Appolinaire Bougma,Appolinaire,Al Jazira Club,confirmed
d3dpo2ok2879ae5l8tog9jtp0,Ali Abdulaziz,Ali Abdulaziz Abbas,Al Nasr SC,confirmed
axp8jripda16emcqvnvol0lbd,Ibrahim Bayesh,Ibrahim Bayesh Kamil,Al Dhafra FC,confirmed
i0fusw6ao5r85p1c9innmr6c,Bader Nasser,Bader Nasser Abdelaziz,Al Wahda FC,confirmed
8cueybpzr9zeudetkedh99vit,Abdulaziz Hussain,Abdulaziz Hussain Haikal Mubarak,Al Bataeh Club,confirmed
1gdamwwzx78qmxam03flkic5w,Ismaila Okpoti,Ismaila,Al Ain FC,confirmed
6auyjt7gimsk7ukg9tt1690id,Feras Al Khaseebi,Feras Saleh Hamad,Al Dhafra FC,confirmed
j8b6xs75ljrit2tbj59y7zdh,Yuri Matias,Jefferson Yuri,Ajman Club,confirmed
eh9b1y6kzj4z1p7p7inh5nbe2,Khalifa Al Hammadi,Khalifa Mubarak,Al Jazira Club,confirmed
14b0rqj61cw37ste6omj4ovmc,Sultan Al Hefaiti,Sultan Mohamed Saeed Rashed,Dibba FC,confirmed
1brepkfvqe31f4z2y8x9dxdzo,Mohammad Juma,Mohammed Juma Abdulla Darwish,Shabab Al Ahli Club,confirmed
6hjvb1mzws55dw0ajtu9mpclw,Vinicius Mello,Vinicius,Al Jazira Club,confirmed
5dboipxa4li35d0nw8t9toxuy,Mansor Al Harbi,Mansor Ibrahim Abdulla Shamsan,Al Dhafra FC,confirmed
bshrmx3avfr8qkbz0sl2h239w,Yahya Ben Khaleq,Yahya,Al Ain FC,confirmed
enxa7kbwyq5ztmw9ut9dyqr8q,Ivonei,Ivonei JÃºnior,Al Bataeh Club,confirmed
a82v92w45da3in25z0armnwgk,JoÃ£o Marcelo,JoÃ£o Marcelo,Shabab Al Ahli Club,confirmed
b5hoxr6afcdo4flbd3zgm11xw,Victor Henrique,Victor,Ajman Club,confirmed
ckmq0zr90dhoz0iku2kf3aaga,M'Hammed Rabii,M'Hammed,Al Jazira Club,confirmed
b0wa0n9pidrz6xqmn336cagic,Abdallah Saleh,Abdallah Saleh,Al Bataeh Club,confirmed
40u290wiqt8kwrgzn0ztnj0us,Hamad Mohamed,Hamad Mohamed Abbas,Ajman Club,confirmed
kp4u96js8avyrbc7m0p411jo,Rilwanu Haliru Sarki,Rilwanu,Al Ain FC,confirmed
8j172e1ocoo10zvdr7wlovklw,Louay Trayi,Louay,Al Wahda FC,confirmed
1ayxtypliwvhia64gxrlz651w,Mansour Saleh,Mansour Saleh Barghash Jaralla,Al Wahda FC,confirmed
ee1v3vp4jnkn2dj9dklsfidxw,Mahmoud Yazan Abdalla,Mahmoud,Ajman Club,confirmed
ar5hm1p8h9vpc06wy3sxfdiax,Amjad Al Sayed,Amjad Nizar,Al Dhafra FC,confirmed
e8tott0aj9u4kzcqjl5qsjl78,Mohamed Ali,Mohamed Ali Hussain Abdulla,Al Wahda FC,confirmed
aehm5jwuxuzfmnfml86ymkxjp,GastÃ³n Ãlvarez SuÃ¡rez,GastÃ³n Maximiliano,Shabab Al Ahli Club,confirmed
qgbbklwd3axv0kf304lzeaqd,Yousuf Ahmed,Yousuf Ahmed Safar,Ajman Club,confirmed
5wbnoqmmtg3act3cqvvtm3r4k,Hamid Mohammed,Hamid,Al Ain FC,confirmed
6hpr5h8e5lefuh2xllk2hwqac,Saif Yousif,Saif Yousif Saif Ali,Al Ittihad Kalba,confirmed
40o7nbn4y3wwa38htoe026iok,Mubarak Zamah,Mubarak Ahmed Mubarak Saeed Salem,Bani Yas Club,confirmed
2uljjgu4ag7cabosjey8laz9w,Abou Ibrahima Konate,Abou,Al Wasl Club,confirmed
cnei0h8qtnmr9n9ojtm029uj9,Miha BlaÅ¾iÄ,Miha,Al Ittihad Kalba,confirmed
2ywbx58vgrcmxa8znzrbplv6c,Elias Sagna,Elias,Al Jazira Club,confirmed
e4sd1cwtib8ciy57ph14odrtg,Sorin Ziane,Sorin,Al Ain FC,confirmed
40kiyvdjn9zylctxd76n31fys,Mansoor Al Menhali,Mansoor Saeed Abdulla Maqtoof,Bani Yas Club,confirmed
1q215tt358o5bqo5tnrzwrii2,Soufiane Rahimi,Soufiane,Al Ain FC,confirmed
52nor96oa4ujs978yz5metej9,Sultan Al Mantheri,Sultan Abdulla Saeed,Al Ittihad Kalba,confirmed
6efcrz7ps6p1qt26r9fkbp905,Khalfan Mubarak,Khalfan Mubarak,Bani Yas Club,confirmed
en1x9usqm5p4ih92296o2625m,Mateo KaramatiÄ‡,Mateo,Al Nasr SC,confirmed
19uzvcmb9i7cwlhioex7fk2s4,Obada Al Hamaidah,Obada Kamel Yousef,Al Ittihad Kalba,confirmed
9ohypw7a7uxxxk2aw7brdj6ui,Akmal Mozgovoy,Akmal,Bani Yas Club,confirmed
as0nrfjnoo7svj9e6tmc8k9p0,Rashed Salem Maqdami,Rashed Salem Naser Humaid,Shabab Al Ahli Club,confirmed
3g8lsf9ltla3662stcyob6ac5,Bogdan PlaniÄ‡,Bogdan,Shabab Al Ahli Club,confirmed
6bkbju9er1xd0jphhfzqqcefo,Momodou Jatta,Momodou,Al Jazira Club,confirmed
gusao52a3agu2rpzbskyuq96,Jamal Al Hosani,Jamal Ismail Jamal Abdulla,Khorfakkan Club,confirmed
29nb6egz4crk3b3yhv4c38phw,Dramane Koumare,Dramane,Al Ain FC,confirmed
48lq1undmulnhmhq9x1ol2n10,Abdalla Sultan,Abdalla Sultan,Khorfakkan Club,confirmed
bv7p9nx8vefoo42ko1muumk9g,Mersad Seifi,Mersad,Shabab Al Ahli Club,confirmed
74u7pts57dtbqoiopi0vo1kkq,Saeed Sulaiman,Saeed Sulaiman Salem,Al Bataeh Club,confirmed
22t8124hywujszxc1y6kp0ogl,Majed Hassan,Majed Hassan Ahmad,Sharjah FC,confirmed
3imsbq3n9zgkzp668lsbklg45,Mohamed Elneny,Mohamed Naser,Al Jazira Club,confirmed
b0cgvi8ixpw4tq4wpqxiibqqc,Waleed Rashid,Waleed Rashid Sultan,Al Ittihad Kalba,confirmed
f1btedskzvvm0y056hh4j5jpw,Rangel,Vinicius,Al Dhafra FC,confirmed
42xxtkt23m1vti7xc90gxzuhg,Mohamed El Khaloui,Mohamed,Al Dhafra FC,confirmed
94nlrsl94l58x0bcpbm7fuivo,Fahad Badr,Fahad Badr Tarish Jumah,Dibba FC,confirmed
5rg5luafhnddak3zton9pxhxw,Salem Al Somhi,Salem Abdullah Abdulqader,Al Nasr SC,confirmed
6ji77n9tx2j83vvjzim83tc7o,Tarek Issaoui,Tarek,Al Wasl Club,confirmed
36q7nfs7t68aeg3z54rnr31pm,Marouan Azarkan,Marouan,Al Nasr SC,confirmed
3eyupcvmn1ftpitu3rmr1g6lm,Leonel Wamba Djouffo,Leonel,Bani Yas Club,confirmed
f1ctw4ffynunzulbygaj6ts7o,Mohammad Atiq,Mohammad Yousuf Atiq,Al Jazira Club,confirmed
4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,Pedro Jorge,Al Wasl Club,confirmed
6cyboibx9x28up1zjit83g2z8,Abdulla Al Hosani,Abdulla Khalil Mohamed Ibrahim,Al Dhafra FC,confirmed
3oummuyf5sv2iygeyfeofcu3u,Abdalla Ramadan,Abdalla Ramadan,Al Jazira Club,confirmed
375ojq0z8wf0ajx2tnah4hysq,Guilherme Bala,Guilherme,Shabab Al Ahli Club,confirmed
27id57apebm84xvk54kb1xhxw,Saad El Hadani,Saad,Ajman Club,confirmed
25wcmml1zk9lz2frsetfn0jkk,Mohammad Nasser,Mohammad Nasser Abdelaziz,Ajman Club,confirmed
ds3fk23hb447enaztky3mxk44,Abdoul Karim TraorÃ©,Abdoul,Al Ain FC,confirmed
dlahinhniguz3u99xs1932w44,ZÃ© Welinton,JosÃ© Welinton,Al Dhafra FC,confirmed
8sih4xn0jnmpyr3ip3og52zo4,SÃ©kou Baba Gassama,SÃ©kou,Al Ittihad Kalba,confirmed
3d9brwd2rpec3u76r566p8yne,Marwan Fahad,Marwan Fahad Hamza Hassan,Al Bataeh Club,confirmed
1he0x583esqw1ka0ybc2nlz9x,Nabil Fekir,Nabil,Al Jazira Club,confirmed
daj1pt2ndywhfkfvff4if6r6c,Gabriel Vareta,Gabriel,Al Wasl Club,confirmed
1r5rimffgkwb7r6wifj90fai,Nemanja JoviÄ‡,Nemanja,Al Ittihad Kalba,confirmed
7o5eqmm7rkn73wzndd7sokv3e,Ahmed Abdulla Mohamad Jashak,Ahmed,Khorfakkan Club,confirmed
espnq22skiverbh2p5h26kel1,Ahmad Noorollah Noorollahi,Ahmad,Al Ittihad Kalba,confirmed
azj2rmvxsg34n2aex2d5gqoh6,Marcel Ratnik,Marcel,Al Ain FC,confirmed
1kkv04myg6yly491agbcu4odm,Soufiane Bouftini,Soufiane,Al Wasl Club,confirmed
8d8esa3oqwcg39xzvln622yfp,Hamad Al Mansoori,Hamad Abdulla Nasser,Al Ittihad Kalba,confirmed
6lfy9bkrwcqxftdvotjpf2j8p,Milson,FelÃ­cio,Al Jazira Club,confirmed
buo7jfwugftlbkgusryxe1815,Jobson,Jobson,Al Dhafra FC,confirmed
2i5dwehkhsqug11lepizo18no,Mohamad Subhi Kassem,Mohamad,Al Nasr SC,confirmed
3dhl1i9v3sv65l1zz77q4se3u,Carlos Alberto,Carlos Alberto,Al Ittihad Kalba,confirmed
vc2vvd20nrr4h65zp3yj3dka,Abdalla El Refaey,Abdalla Ismail Mohamed,Khorfakkan Club,confirmed
ubuow4ad6azso5zz51b4tivp,Christian Benteke Liolo,Christian,Al Wahda FC,confirmed
2mtcuunn468yhcefqhvdtzb9x,Waleed Hussain,Waleed Hussain,Dibba FC,confirmed
7yome2j9oo82h1oelkqgu72fo,Zayed Abdulla,Zayed Abdulla Husain,Al Jazira Club,confirmed
a4q9yjgjjcjq0qxqmg2nmijf9,Junior Flemmings,Junior,Ajman Club,confirmed
60t9xkd3dqfz05dpjdwoed4ic,Guilherme Biro,Guilherme Sucigan,Sharjah FC,confirmed
6rzla0eai3493tsld0bnlh250,Mame Boubou Niang,Mame,Al Ain FC,confirmed
aeuina91u8udde9mtdszmb4l,Bernard Mensah,Bernard,Al Nasr SC,confirmed
ezbmwkqbf5tvhh33oerb5sj55,Khalid Al Hashemi,Khalid Mohamed Ahmed,Bani Yas Club,ambiguous
dmrlnvjfw8ra4k0t2jgxph2xg,Ahmed Nabil,Ahmed Nabeil Ahmed,Dibba FC,confirmed
6sqpchi0gfwazpz9o46hymj8p,Ali Saleh,Ali Saleh,Al Wasl Club,confirmed
bcimtu330ykd2q4og415asefo,Ilyass Lagrimi,Ilyass,Al Jazira Club,confirmed
99pwkmyxbif8pzysmc1qwcjkk,Oumar Keita,Oumar,Al Bataeh Club,confirmed
dwe6jwf7g7iocf81zut0f5jhl,RamÃ³n Nazareno MiÃ©rez,RamÃ³n,Al Nasr SC,confirmed
dt3ica9dbowxh68xcisgq9q1g,Mater Al Hosani,Mater Salem,Bani Yas Club,confirmed
53unfq55ouhqni5jbl07fyqc5,Saviour Amunde Godwin,Saviour,Bani Yas Club,confirmed
57k6n1lg40nr8s6lthc277bh1,Omar Khrbin,Omar Maher,Al Wahda FC,confirmed
8bp380cg9xb90lz11vd28i49g,Eisa Khalfan,Eisa Khalfan Zayed,Al Ittihad Kalba,confirmed
30mcnr1ebg5u8ozaujzahde96,MatÃ­as DamiÃ¡n Palacios,MatÃ­as,Al Ain FC,confirmed
9kywhmzih4xhuz5d1rrxjcpd6,Ravil Tagir,Ravil,Al Jazira Club,confirmed
a7z8y3gthxuhgo1xwyoa22yok,Ali Alhadidi,Ali Abdelrahman Ahmed,Sharjah FC,confirmed
48i2jmxchfqe4shpiyvoubjdh,Adel Fadaq,Adel Abubaker Hussain,Bani Yas Club,confirmed
7jjlfcczxqpvjvxu7ot3e1qfo,Luca Samir Druille,Luca,Al Bataeh Club,confirmed
3zi64srx6e4fd4nrzl4voehw4,Adakole Elijah Benedict,Elijah,Dibba FC,confirmed
13kua4ip28eo0aedvyqa4owes,MateusÃ£o,Mateus,Shabab Al Ahli Club,confirmed
cktzcrrdlkpmnil7o6t939kb8,Yousuf Fahad Al Rahma,Yousuf Fahad,Al Wasl Club,confirmed
a1czalkh9x9ctyemj0hwcyd0q,Igor Gomes,Igor,Shabab Al Ahli Club,confirmed
14fs1k4ys4te7ynh7ozue7j3e,Habib Yousuf,Habib Yousuf,Dibba FC,confirmed
5anhv892dqqmrf038mdkch61h,Ali Al Hosani,Ali Mohamed Ali Mohamed,Ajman Club,confirmed
6w53smsli525310bea4s5qluc,Rakaan Al Menhali,Rakaan Waleed Saleh Mubarak,Shabab Al Ahli Club,confirmed
8phwir8hh62rhsilqai38qui1,Shahriyar Hojat Moghanlou,Shahriyar,Al Ittihad Kalba,confirmed
4z9b4obvbh0k1epq7xr5k5v4l,Mohamed Yousef,Mohamed Yousef,Ajman Club,confirmed
3c3ymzfe8l9xwe0zqseu4bmxh,Shaheen Abdalla,Shaheen Abdalla Abdelrahman,Sharjah FC,confirmed
chme988u2bh07zm4wzt0e238,Nawaf Jasim,Nawaf Jasim Masoud,Sharjah FC,confirmed
6lpj04km1rma60n8l66q0hd5h,Igor Caique Coronado,Igor,Sharjah FC,confirmed
4s8091m9pv4o2yp6npyovkag9,Anatole Bertrand Abang,Anatole,Al Bataeh Club,confirmed
5uwvx6ia6kwj1s21evhxwhjsa,Ala Zouhir,Ala Eddine,Al Wahda FC,confirmed
7qzdlky2ypit16ylrf8wpra39,Aylton Boa Morte,Aylton Filipe,Khorfakkan Club,confirmed
enhxpps4na3e8yutf70z099uc,Serafim,VinÃ­cius,Al Dhafra FC,confirmed
alf1blcb0p5ytkj064v4roahg,Gianluca Muniz,Gianluca,Al Bataeh Club,confirmed
5psqsp4effcytg0onplbnoktm,Tahnoon Al Zaabi,Tahnoon Hamdan Saeed Salem Salmeen Al Badal,Al Wasl Club,confirmed
80lpfkroq71jf52eq5k8eljx0,Evans Ampofo,Evans,Dibba FC,confirmed
37agkrn1ppmyucuh75ijw2yac,Rejan Alivoda,Rejan,Al Ittihad Kalba,confirmed
akxcr1xe62dyl5jmh3ataq13o,Renato JÃºnior,Renato,Al Wasl Club,confirmed
44vm4bbon5j5j06ipb73qmwwk,Khaled Tawhid,Khaled Tawhid Mohammad Taher Abdulla,Sharjah FC,confirmed
700ogpygnrsrvxuswk5xxvey2,Hussain Mahdi,Hussain Mahdi Mohammad Mahdi,Al Nasr SC,confirmed
bef28u4ppradsuzil59jf78mi,Mouhcine Rabja,Mouhcine,Al Dhafra FC,confirmed
7doxtfgtwcvl778gjfwutt239,Salem Sultan,Salem Sultan Salem Saeed,Al Nasr SC,confirmed
cw09rd43fajegklo0hbh5t7v8,Saeed Salem,Saeed Salem Naser,Al Nasr SC,confirmed
9d3hfcc21ywkq0e4w8d7bodpm,Harib Abdalla,Harib Abdalla Suhail Abdalla,Sharjah FC,confirmed
30uphnj5u84o3eldlm8w1c55g,Abdulla Al Shamsi,Abdulla Mohamed,Al Wasl Club,confirmed
43xutn1unln5o3gwx3cl4lo0l,Simon BokotÃ© Banza,Simon,Al Jazira Club,confirmed
9gyyjs3kd2ct9ek2gl0h04tii,Mohammed Shaker,Mohammed Ali Shaker Ali,Khorfakkan Club,confirmed
g8m4ajdz0q6yp4sf4dncwz8q,Hamdan Humaid,Hamdan Humaid Hasan Ahmed,Khorfakkan Club,confirmed
4yccrxdlnc9yy2ou45gusng9g,Sultan Al Zaabi,Sultan Omar Sultan Faraj,Dibba FC,confirmed
5m675i375n4vcbdq73u0g5gfe,Bruno ConceiÃ§Ã£o,Bruno,Al Jazira Club,confirmed
7aoh8b63dv4xc7tu4ll2y7yl1,Abdul Sallam Mohameed,Abdul Sallam Mohameed,Al Ittihad Kalba,confirmed
2jezi4t8giibj9jilltbgucd0,Abdulla Abdelaziz,Abdulla Abdulaziz Ahmed bin Hammad,Ajman Club,confirmed
9f6pzi30hs3441xdxj3nyke3u,Nassim SaÃ¯d Chadli,Nassim,Al Ain FC,confirmed
3x3gryt28or5s0zwiwuynnk5x,Mohammad Subil,Mohammad Subil Moosa,Al Ittihad Kalba,confirmed
d4e04tzcw81wa5in695ql7ifo,Mallek Janeer,Mallek,Al Wasl Club,confirmed
co5z0ugg7pkppxijrcfgy8fhm,Hamdan Abdulrahman,Hamdan Abdulrahman Khamis Mubarak,Bani Yas Club,confirmed
53t7u13g26mhm8qbt7ywvurkk,Saud Khalil,Saud Khalil Ibrahim Mohamed,Al Bataeh Club,confirmed
78di5y8nyhqrv45h9dabuyz8p,Darwish Mohammad,Darwish Mohammad Obaid,Sharjah FC,confirmed
3pi4au3ox543rymu4sdm98vyt,Mohammad Abdulbasit,Mohammad Abdulbasit Mohammad,Al Nasr SC,confirmed
2rn1fyq29jzw19xfyyqlif9xw,Ahmadou Ama Camara,Ahmadou,Khorfakkan Club,confirmed
195o7hchielt14ic49r3k06sq,Serginho,SÃ©rgio,Al Wasl Club,confirmed
9c959nykrokbxv8vs7njycfe,Stojan LekoviÄ‡,Stojan,Al Jazira Club,confirmed
aweuuzraylik23qbs035n57xm,Eid Khamis,Eid Khamis Eid Khamis,Shabab Al Ahli Club,confirmed
8gv3m187krtuy0rx8oohtk1cl,Rashed Muhayer,Rashed Muhayer Saeed Sari,Al Bataeh Club,confirmed
cmc97dbebgaj1uman645cpduy,Abdulla Fadaq,Abdulla Abubaker Hussain Mohamed,Al Dhafra FC,confirmed
d8fq49fsekveib4qxdib9cdlh,Saeid Ezatolahi Afagh,Saeid,Shabab Al Ahli Club,confirmed
8hqxymhljjqy46qzhcizchizu,Saile Samuel,Saile Samuel,Al Ittihad Kalba,confirmed
bvlxs2p0qzorhyrmisvfb8quh,Abdullrahman Al Ameri,Abdullrahman Abdulla Khamis Mubarak,Al Bataeh Club,confirmed
bwui302hkandc5j10hbgxx6y2,Adis JaÅ¡iÄ‡,Adis,Al Ain FC,confirmed
8znaym62oghri26gdn8o6fz84,Serano Franklin Pedro Seymor,Serano,Khorfakkan Club,confirmed
aq0upomgtrmvzxuvvw0n4rf9w,Mats Johan Edward BÃ¥ngsbo,Johan,Dibba FC,confirmed
6wlrd7tob7uhv0rerh1tjp6vo,GilmÃ¡rio Menezes,GilmÃ¡rio Vitor,Dibba FC,confirmed
ajz30eostbe9z5txdwjpfdyei,Abdulla Abdullaev,Abdulla,Dibba FC,confirmed
5qdvxhcdxrmnceljw53tg9knp,Fahad Al Dhanhani,Fahad Mohamed Ahmed Hassan,Bani Yas Club,confirmed
dvt8h9sh00qsqzhrb3y4fco9h,Youssoufou NiakatÃ©,Youssoufou,Bani Yas Club,confirmed
7moov15fnimb5o5kuu2so43fu,Hamad Al Meqbaali,Hamad Abdulla Mohamed Salem,Shabab Al Ahli Club,confirmed
euixcfuyahdaqsw4mhopjjhm,David PetroviÄ‡,David,Al Nasr SC,confirmed
9c1a4r7ll2prku6i0l5lei710,Mamadou Ndiaye,Mamadou,Al Jazira Club,confirmed
474irmcqefstnb4d84rzss650,Haza Shehab,Haza Shehab Abdelrahman,Al Wahda FC,confirmed
376n8hql0p1pwnmdrr0br3xbe,Abdulrahman Saleh,Abdulrahman Saleh Radi Reda,Al Wasl Club,confirmed
2umi9rx1pm21g834e1a08p3is,Thiab Mohamed,Thiab Mohamed Ali,Al Wahda FC,confirmed
3mmb37x9jlv3268c1j2liwhec,EliÃ¡n Mateo Irala,EliÃ¡n,Shabab Al Ahli Club,confirmed
4sb4j0j809zvgatv9eq0i68yd,Mohamed Firas Ben Arbi,Firas,Sharjah FC,confirmed
52a9rs026exrgik5g734nkine,Yousef Ayman,Yousef Ayman Yousef Ali,Al Dhafra FC,confirmed
cvpx2tcaoeq47zaih7a4e9ld6,Won Du-Jae,Du-Jae,Khorfakkan Club,confirmed
6gcbz3iheuu4irx1mdqlpndgp,Adryelson,Adryelson Shawann,Al Wasl Club,confirmed
b797lubi58ao1bhqpyy4w27yt,Walid Abbas,Walid Abbas Murad Yousuf,Shabab Al Ahli Club,confirmed
aqkesczefhflo2f7tyfjnkted,Miguel Ãngel Borja HernÃ¡ndez,Miguel,Al Wasl Club,confirmed
4vpg5t1td1gr0w4unsu8gnh1w,Thiago,Thiago Scarpino,Shabab Al Ahli Club,confirmed
2bwaxsjeijwbe682bdnic2jca,Pedro Javier Pavlov,Pedro,Khorfakkan Club,confirmed
bofxl3mvxin7kod2vfix1ifx0,Mohamed Ali,Mohamed Ali Ahmed,Al Wasl Club,confirmed
dq0de5hju18yliprz94skgil0,Adama Alain Diallo,Adama,Al Wasl Club,confirmed
6gzt9s90prbrhsw4t72vb4jx1,Marius Christopher HÃ¸ibrÃ¥ten,Marius,Al Nasr SC,confirmed
3701c84lrx7dkhnrcdr2ealpm,RennÃ© Alejandro Rivas Alezones,RennÃ©,Al Ittihad Kalba,confirmed
1rr2el5ksfyqx5opxn5c94q38,Abdullah Batal,Abdullah Mohamad,Al Dhafra FC,confirmed
eclahtvl4aiqbh7gnb675qfl6,Mohanad Ali,Mohanad Ali Kadhim,Dibba FC,confirmed
6ardom218meqjhg00ut5zfspg,Solomon Sosu,Solomon,Bani Yas Club,confirmed
88rzzelt8m9ajw9yqnbswy9jp,Filipe Augusto,Filipe Augusto,Khorfakkan Club,confirmed
5fli1cnfhpn6kk0cbuolyt4kq,Mohammed Khalaf,Mohamed Ahmed Mohamed,Bani Yas Club,confirmed
a1nkmjplqrupocusvnnf6a49g,Jay Baisley,Jay,Ajman Club,confirmed
9df2t6a75s0w5nj7k74yhbtud,Azizjon G'aniev,Aziz,Al Bataeh Club,unmatched
9ymc87sasclhppryjomzn28k,Salem Suleiman,Salem Suleiman Salem,Ajman Club,ambiguous
9ahtlrq0ccjmq99jhnpic1xxw,Rashed Al Awadhi,Rashed Mohd Yousuf Behroozyan,Khorfakkan Club,confirmed
7l286emhl6b093p7cazvgbgus,SebastiÃ¡n GonzÃ¡lez Baquero,SebastiÃ¡n,Shabab Al Ahli Club,confirmed
e180e7u6s3m8vturo7jalwmc4,Rocky Marciano Tchatchoua Tchato,Rocky,Ajman Club,confirmed
etjattxcqbg5g8rzmt2mbst05,Ramy Rabia,Ramy Hisham Abdel Aziz Mostafa,Al Ain FC,confirmed
4jt411y6chijqtxcvlkl7ww7o,Mohammed Abbas,Mohammed Abbas Ahmed Abdulla Hasan,Al Ain FC,confirmed
3mu86gzhpvzr80tsas7gu5xck,Mahamadou Camara,Mahamadou,Bani Yas Club,confirmed
ah3yrwjx87m1e2gnj2fblzefp,Suhail Al Noobi,Suhail Ahmed,Bani Yas Club,confirmed
